species,x_Ge,T_K,seed,D_eff_final,D_SiGe_analytic_cm2_s,relative_difference_pct,stop_reason,step_count,total_dopant_hops,elapsed_wallclock_sec
Boron,0.3250,1273.15,505,6.039494e-15,5.766712e-15,4.7303,converged_Deff,6000000,6000000,14.96
Boron,0.3250,1273.15,606,6.042080e-15,5.766712e-15,4.7751,converged_Deff,6950000,6950000,17.42
Boron,0.3250,1273.15,707,5.849395e-15,5.766712e-15,1.4338,converged_Deff,6350000,6350000,15.62
Boron,0.3250,1273.15,808,5.790680e-15,5.766712e-15,0.4156,converged_Deff,9100000,9100000,22.54
Boron,0.3500,1273.15,101,5.397045e-15,5.350029e-15,0.8788,converged_Deff,8450000,8450000,20.73
Boron,0.3500,1273.15,202,5.396837e-15,5.350029e-15,0.8749,converged_Deff,7800000,7800000,19.21
Boron,0.3500,1273.15,303,5.583164e-15,5.350029e-15,4.3576,converged_Deff,6900000,6900000,17.22
Boron,0.3500,1273.15,404,5.653113e-15,5.350029e-15,5.6651,converged_Deff,6650000,6650000,16.43
Boron,0.3500,1273.15,505,5.617334e-15,5.350029e-15,4.9963,converged_Deff,6000000,6000000,14.90
Boron,0.3500,1273.15,606,5.619740e-15,5.350029e-15,5.0413,converged_Deff,6950000,6950000,17.35
Boron,0.3500,1273.15,707,5.440523e-15,5.350029e-15,1.6915,converged_Deff,6350000,6350000,15.83
Boron,0.3500,1273.15,808,5.385913e-15,5.350029e-15,0.6707,converged_Deff,9100000,9100000,22.69
Boron,0.3750,1273.15,101,5.019782e-15,4.963455e-15,1.1348,converged_Deff,8450000,8450000,21.12
Boron,0.3750,1273.15,202,5.019588e-15,4.963455e-15,1.1309,converged_Deff,7800000,7800000,19.27
Boron,0.3750,1273.15,303,5.192890e-15,4.963455e-15,4.6225,converged_Deff,6900000,6900000,17.18
Boron,0.3750,1273.15,404,5.257951e-15,4.963455e-15,5.9333,converged_Deff,6650000,6650000,16.47
Boron,0.3750,1273.15,505,5.224673e-15,4.963455e-15,5.2628,converged_Deff,6000000,6000000,14.76
Boron,0.3750,1273.15,606,5.226910e-15,4.963455e-15,5.3079,converged_Deff,6950000,6950000,17.36
Boron,0.3750,1273.15,707,5.060220e-15,4.963455e-15,1.9496,converged_Deff,6350000,6350000,15.79
Boron,0.3750,1273.15,808,5.009428e-15,4.963455e-15,0.9262,converged_Deff,9100000,9100000,22.41
Boron,0.4000,1273.15,101,4.668880e-15,4.604813e-15,1.3913,converged_Deff,8450000,8450000,20.84
Boron,0.4000,1273.15,202,4.668700e-15,4.604813e-15,1.3874,converged_Deff,7800000,7800000,19.65
Boron,0.4000,1273.15,303,4.829888e-15,4.604813e-15,4.8878,converged_Deff,6900000,6900000,17.39
Boron,0.4000,1273.15,404,4.890400e-15,4.604813e-15,6.2019,converged_Deff,6650000,6650000,16.42
Boron,0.4000,1273.15,505,4.859448e-15,4.604813e-15,5.5298,converged_Deff,6000000,6000000,14.97
Boron,0.4000,1273.15,606,4.861529e-15,4.604813e-15,5.5750,converged_Deff,6950000,6950000,17.24
Boron,0.4000,1273.15,707,4.706492e-15,4.604813e-15,2.2081,converged_Deff,6350000,6350000,15.68
Boron,0.4000,1273.15,808,4.659250e-15,4.604813e-15,1.1822,converged_Deff,9100000,9100000,22.46
Boron,0.0000,1373.15,101,1.479458e-13,1.519892e-13,2.6603,converged_Deff,8450000,8450000,20.99
Boron,0.0000,1373.15,202,1.479401e-13,1.519892e-13,2.6641,converged_Deff,7800000,7800000,19.32
Boron,0.0000,1373.15,303,1.530477e-13,1.519892e-13,0.6965,converged_Deff,6900000,6900000,17.24
Boron,0.0000,1373.15,404,1.549652e-13,1.519892e-13,1.9581,converged_Deff,6650000,6650000,16.65
Boron,0.0000,1373.15,505,1.539844e-13,1.519892e-13,1.3128,converged_Deff,6000000,6000000,14.88
Boron,0.0000,1373.15,606,1.540504e-13,1.519892e-13,1.3561,converged_Deff,6950000,6950000,17.15
Boron,0.0000,1373.15,707,1.491376e-13,1.519892e-13,1.8762,converged_Deff,6350000,6350000,15.74
Boron,0.0000,1373.15,808,1.476406e-13,1.519892e-13,2.8611,converged_Deff,9100000,9100000,22.65
Boron,0.0250,1373.15,101,1.383571e-13,1.410070e-13,1.8792,converged_Deff,8450000,8450000,20.95
Boron,0.0250,1373.15,202,1.383518e-13,1.410070e-13,1.8830,converged_Deff,7800000,7800000,19.21
Boron,0.0250,1373.15,303,1.431284e-13,1.410070e-13,1.5045,converged_Deff,6900000,6900000,16.89
Boron,0.0250,1373.15,404,1.449216e-13,1.410070e-13,2.7762,converged_Deff,6650000,6650000,16.30
Boron,0.0250,1373.15,505,1.440044e-13,1.410070e-13,2.1257,converged_Deff,6000000,6000000,14.79
Boron,0.0250,1373.15,606,1.440661e-13,1.410070e-13,2.1694,converged_Deff,6950000,6950000,17.21
Boron,0.0250,1373.15,707,1.394717e-13,1.410070e-13,1.0888,converged_Deff,6350000,6350000,15.76
Boron,0.0250,1373.15,808,1.380717e-13,1.410070e-13,2.0816,converged_Deff,9100000,9100000,22.47
Boron,0.0500,1373.15,101,1.293896e-13,1.308183e-13,1.0921,converged_Deff,8450000,8450000,20.88
Boron,0.0500,1373.15,202,1.293846e-13,1.308183e-13,1.0959,converged_Deff,7800000,7800000,19.49
Boron,0.0500,1373.15,303,1.338517e-13,1.308183e-13,2.3187,converged_Deff,6900000,6900000,17.17
Boron,0.0500,1373.15,404,1.355286e-13,1.308183e-13,3.6007,converged_Deff,6650000,6650000,16.46
Boron,0.0500,1373.15,505,1.346709e-13,1.308183e-13,2.9450,converged_Deff,6000000,6000000,14.76
Boron,0.0500,1373.15,606,1.347285e-13,1.308183e-13,2.9891,converged_Deff,6950000,6950000,17.20
Boron,0.0500,1373.15,707,1.304320e-13,1.308183e-13,0.2953,converged_Deff,6350000,6350000,15.66
Boron,0.0500,1373.15,808,1.291227e-13,1.308183e-13,1.2961,converged_Deff,9100000,9100000,22.58
Boron,0.0750,1373.15,101,1.210031e-13,1.213658e-13,0.2989,converged_Deff,8450000,8450000,20.87
Boron,0.0750,1373.15,202,1.209984e-13,1.213658e-13,0.3027,converged_Deff,7800000,7800000,19.26
Boron,0.0750,1373.15,303,1.251759e-13,1.213658e-13,3.1393,converged_Deff,6900000,6900000,17.18
Boron,0.0750,1373.15,404,1.267442e-13,1.213658e-13,4.4315,converged_Deff,6650000,6650000,16.52
Boron,0.0750,1373.15,505,1.259420e-13,1.213658e-13,3.7706,converged_Deff,6000000,6000000,14.91
Boron,0.0750,1373.15,606,1.259960e-13,1.213658e-13,3.8150,converged_Deff,6950000,6950000,17.27
Boron,0.0750,1373.15,707,1.219779e-13,1.213658e-13,0.5043,converged_Deff,6350000,6350000,15.75
Boron,0.0750,1373.15,808,1.207535e-13,1.213658e-13,0.5045,converged_Deff,9100000,9100000,22.42
Boron,0.1000,1373.15,101,1.131599e-13,1.125964e-13,0.5005,converged_Deff,8450000,8450000,20.92
Boron,0.1000,1373.15,202,1.131555e-13,1.125964e-13,0.4966,converged_Deff,7800000,7800000,19.35
Boron,0.1000,1373.15,303,1.170622e-13,1.125964e-13,3.9663,converged_Deff,6900000,6900000,16.95
Boron,0.1000,1373.15,404,1.185289e-13,1.125964e-13,5.2688,converged_Deff,6650000,6650000,16.72
Boron,0.1000,1373.15,505,1.177787e-13,1.125964e-13,4.6026,converged_Deff,6000000,6000000,14.88
Boron,0.1000,1373.15,606,1.178291e-13,1.125964e-13,4.6474,converged_Deff,6950000,6950000,17.47
Boron,0.1000,1373.15,707,1.140715e-13,1.125964e-13,1.3101,converged_Deff,6350000,6350000,15.70
Boron,0.1000,1373.15,808,1.129265e-13,1.125964e-13,0.2932,converged_Deff,9100000,9100000,22.56
Boron,0.1250,1373.15,101,1.058248e-13,1.044605e-13,1.3060,converged_Deff,8450000,8450000,20.96
Boron,0.1250,1373.15,202,1.058207e-13,1.044605e-13,1.3021,converged_Deff,7800000,7800000,18.94
Boron,0.1250,1373.15,303,1.094742e-13,1.044605e-13,4.7996,converged_Deff,6900000,6900000,17.18
Boron,0.1250,1373.15,404,1.108458e-13,1.044605e-13,6.1126,converged_Deff,6650000,6650000,16.25
Boron,0.1250,1373.15,505,1.101442e-13,1.044605e-13,5.4410,converged_Deff,6000000,6000000,14.78
Boron,0.1250,1373.15,606,1.101914e-13,1.044605e-13,5.4862,converged_Deff,6950000,6950000,17.25
Boron,0.1250,1373.15,707,1.066773e-13,1.044605e-13,2.1221,converged_Deff,6350000,6350000,15.79
Boron,0.1250,1373.15,808,1.056065e-13,1.044605e-13,1.0971,converged_Deff,9100000,9100000,22.50
Boron,0.1500,1373.15,101,9.896503e-14,9.691259e-14,2.1178,converged_Deff,8450000,8450000,20.83
Boron,0.1500,1373.15,202,9.896120e-14,9.691259e-14,2.1139,converged_Deff,7800000,7800000,19.36
Boron,0.1500,1373.15,303,1.023779e-13,9.691259e-14,5.6394,converged_Deff,6900000,6900000,17.02
Boron,0.1500,1373.15,404,1.036605e-13,9.691259e-14,6.9629,converged_Deff,6650000,6650000,16.43
Boron,0.1500,1373.15,505,1.030044e-13,9.691259e-14,6.2859,converged_Deff,6000000,6000000,14.91
Boron,0.1500,1373.15,606,1.030486e-13,9.691259e-14,6.3314,converged_Deff,6950000,6950000,17.37
Boron,0.1500,1373.15,707,9.976227e-14,9.691259e-14,2.9405,converged_Deff,6350000,6350000,15.73
Boron,0.1500,1373.15,808,9.876089e-14,9.691259e-14,1.9072,converged_Deff,9100000,9100000,22.60
Boron,0.1750,1373.15,101,9.254969e-14,8.991002e-14,2.9359,converged_Deff,8450000,8450000,21.07
Boron,0.1750,1373.15,202,9.254611e-14,8.991002e-14,2.9319,converged_Deff,7800000,7800000,19.35
Boron,0.1750,1373.15,303,9.574129e-14,8.991002e-14,6.4857,converged_Deff,6900000,6900000,17.03
Boron,0.1750,1373.15,404,9.694080e-14,8.991002e-14,7.8198,converged_Deff,6650000,6650000,17.55
Boron,0.1750,1373.15,505,9.632726e-14,8.991002e-14,7.1374,converged_Deff,6000000,6000000,14.85
Boron,0.1750,1373.15,606,9.636851e-14,8.991002e-14,7.1833,converged_Deff,6950000,6950000,17.04
Boron,0.1750,1373.15,707,9.329526e-14,8.991002e-14,3.7651,converged_Deff,6350000,6350000,15.69
Boron,0.1750,1373.15,808,9.235879e-14,8.991002e-14,2.7236,converged_Deff,9100000,9100000,22.99
Boron,0.2000,1373.15,101,8.655004e-14,8.341344e-14,3.7603,converged_Deff,8450000,8450000,21.03
Boron,0.2000,1373.15,202,8.654669e-14,8.341344e-14,3.7563,converged_Deff,7800000,7800000,19.38
Boron,0.2000,1373.15,303,8.953474e-14,8.341344e-14,7.3385,converged_Deff,6900000,6900000,17.65
Boron,0.2000,1373.15,404,9.065649e-14,8.341344e-14,8.6833,converged_Deff,6650000,6650000,16.59
Boron,0.2000,1373.15,505,9.008272e-14,8.341344e-14,7.9955,converged_Deff,6000000,6000000,14.94
Boron,0.2000,1373.15,606,9.012130e-14,8.341344e-14,8.0417,converged_Deff,6950000,6950000,17.41
Boron,0.2000,1373.15,707,8.724727e-14,8.341344e-14,4.5962,converged_Deff,6350000,6350000,15.89
Boron,0.2000,1373.15,808,8.637151e-14,8.341344e-14,3.5463,converged_Deff,9100000,9100000,22.47
Boron,0.2250,1373.15,101,8.093915e-14,7.738627e-14,4.5911,converged_Deff,8450000,8450000,20.76
Boron,0.2250,1373.15,202,8.093602e-14,7.738627e-14,4.5870,converged_Deff,7800000,7800000,19.39
Boron,0.2250,1373.15,303,8.373035e-14,7.738627e-14,8.1979,converged_Deff,6900000,6900000,17.20
Boron,0.2250,1373.15,404,8.477939e-14,7.738627e-14,9.5535,converged_Deff,6650000,6650000,16.42
Boron,0.2250,1373.15,505,8.424281e-14,7.738627e-14,8.8601,converged_Deff,6000000,6000000,14.96
Boron,0.2250,1373.15,606,8.427889e-14,7.738627e-14,8.9068,converged_Deff,6950000,6950000,17.21
Boron,0.2250,1373.15,707,8.159118e-14,7.738627e-14,5.4337,converged_Deff,6350000,6350000,15.72
Boron,0.2250,1373.15,808,8.077220e-14,7.738627e-14,4.3754,converged_Deff,9100000,9100000,22.73
Boron,0.2500,1373.15,101,7.569184e-14,7.179461e-14,5.4283,converged_Deff,8450000,8450000,21.08
Boron,0.2500,1373.15,202,7.568891e-14,7.179461e-14,5.4242,converged_Deff,7800000,7800000,19.42
Boron,0.2500,1373.15,303,7.830209e-14,7.179461e-14,9.0640,converged_Deff,6900000,6900000,17.24
Boron,0.2500,1373.15,404,7.928312e-14,7.179461e-14,10.4305,converged_Deff,6650000,6650000,16.54
Boron,0.2500,1373.15,505,7.878133e-14,7.179461e-14,9.7315,converged_Deff,6000000,6000000,14.74
Boron,0.2500,1373.15,606,7.881506e-14,7.179461e-14,9.7785,converged_Deff,6950000,6950000,17.14
Boron,0.2500,1373.15,707,7.630160e-14,7.179461e-14,6.2776,converged_Deff,6350000,6350000,16.04
Boron,0.2500,1373.15,808,7.553571e-14,7.179461e-14,5.2108,converged_Deff,9100000,9100000,22.68
Boron,0.2750,1373.15,101,7.078457e-14,6.660698e-14,6.2720,converged_Deff,8450000,8450000,21.19
Boron,0.2750,1373.15,202,7.078183e-14,6.660698e-14,6.2679,converged_Deff,7800000,7800000,19.40
Boron,0.2750,1373.15,303,7.322559e-14,6.660698e-14,9.9368,converged_Deff,6900000,6900000,17.23
Boron,0.2750,1373.15,404,7.414301e-14,6.660698e-14,11.3142,converged_Deff,6650000,6650000,16.65
Boron,0.2750,1373.15,505,7.367375e-14,6.660698e-14,10.6097,converged_Deff,6000000,6000000,14.90
Boron,0.2750,1373.15,606,7.370530e-14,6.660698e-14,10.6570,converged_Deff,6950000,6950000,17.33
Boron,0.2750,1373.15,707,7.135479e-14,6.660698e-14,7.1281,converged_Deff,6350000,6350000,15.48
Boron,0.2750,1373.15,808,7.063856e-14,6.660698e-14,6.0528,converged_Deff,9100000,9100000,22.43
Boron,0.3000,1373.15,101,6.619530e-14,6.179420e-14,7.1222,converged_Deff,8450000,8450000,20.99
Boron,0.3000,1373.15,202,6.619274e-14,6.179420e-14,7.1181,converged_Deff,7800000,7800000,19.39
Boron,0.3000,1373.15,303,6.847806e-14,6.179420e-14,10.8163,converged_Deff,6900000,6900000,17.11
Boron,0.3000,1373.15,404,6.933600e-14,6.179420e-14,12.2047,converged_Deff,6650000,6650000,16.60
Boron,0.3000,1373.15,505,6.889717e-14,6.179420e-14,11.4946,converged_Deff,6000000,6000000,14.84
Boron,0.3000,1373.15,606,6.892667e-14,6.179420e-14,11.5423,converged_Deff,6950000,6950000,17.47
Boron,0.3000,1373.15,707,6.672856e-14,6.179420e-14,7.9852,converged_Deff,6350000,6350000,15.78
Boron,0.3000,1373.15,808,6.605876e-14,6.179420e-14,6.9012,converged_Deff,9100000,9100000,22.71
Boron,0.3250,1373.15,101,6.190344e-14,5.732916e-14,7.9790,converged_Deff,8450000,8450000,21.02
Boron,0.3250,1373.15,202,6.190105e-14,5.732916e-14,7.9748,converged_Deff,7800000,7800000,19.18
Boron,0.3250,1373.15,303,6.403820e-14,5.732916e-14,11.7027,converged_Deff,6900000,6900000,17.18
Boron,0.3250,1373.15,404,6.484051e-14,5.732916e-14,13.1021,converged_Deff,6650000,6650000,16.25
Boron,0.3250,1373.15,505,6.443013e-14,5.732916e-14,12.3863,converged_Deff,6000000,6000000,15.02
Boron,0.3250,1373.15,606,6.445772e-14,5.732916e-14,12.4344,converged_Deff,6950000,6950000,17.25
Boron,0.3250,1373.15,707,6.240213e-14,5.732916e-14,8.8488,converged_Deff,6350000,6350000,15.79
Boron,0.3250,1373.15,808,6.177575e-14,5.732916e-14,7.7562,converged_Deff,9100000,9100000,22.47
Boron,0.3500,1373.15,101,5.788973e-14,5.318676e-14,8.8424,converged_Deff,8450000,8450000,21.10
Boron,0.3500,1373.15,202,5.788749e-14,5.318676e-14,8.8382,converged_Deff,7800000,7800000,19.22
Boron,0.3500,1373.15,303,5.988607e-14,5.318676e-14,12.5958,converged_Deff,6900000,6900000,17.26
Boron,0.3500,1373.15,404,6.063637e-14,5.318676e-14,14.0065,converged_Deff,6650000,6650000,16.49
Boron,0.3500,1373.15,505,6.025259e-14,5.318676e-14,13.2850,converged_Deff,6000000,6000000,14.96
Boron,0.3500,1373.15,606,6.027840e-14,5.318676e-14,13.3335,converged_Deff,6950000,6950000,17.15
Boron,0.3500,1373.15,707,5.835608e-14,5.318676e-14,9.7192,converged_Deff,6350000,6350000,15.72
Boron,0.3500,1373.15,808,5.777032e-14,5.318676e-14,8.6179,converged_Deff,9100000,9100000,22.62
Boron,0.3750,1373.15,101,5.413615e-14,4.934367e-14,9.7124,converged_Deff,8450000,8450000,21.08
Boron,0.3750,1373.15,202,5.413405e-14,4.934367e-14,9.7082,converged_Deff,7800000,7800000,19.32
Boron,0.3750,1373.15,303,5.600304e-14,4.934367e-14,13.4959,converged_Deff,6900000,6900000,17.12
Boron,0.3750,1373.15,404,5.670469e-14,4.934367e-14,14.9179,converged_Deff,6650000,6650000,16.53
Boron,0.3750,1373.15,505,5.634580e-14,4.934367e-14,14.1905,converged_Deff,6000000,6000000,14.88
Boron,0.3750,1373.15,606,5.636993e-14,4.934367e-14,14.2394,converged_Deff,6950000,6950000,17.24
Boron,0.3750,1373.15,707,5.457226e-14,4.934367e-14,10.5963,converged_Deff,6350000,6350000,15.80
Boron,0.3750,1373.15,808,5.402448e-14,4.934367e-14,9.4861,converged_Deff,9100000,9100000,22.50
Boron,0.4000,1373.15,101,5.062584e-14,4.577827e-14,10.5892,converged_Deff,8450000,8450000,21.11
Boron,0.4000,1373.15,202,5.062388e-14,4.577827e-14,10.5850,converged_Deff,7800000,7800000,19.37
Boron,0.4000,1373.15,303,5.237168e-14,4.577827e-14,14.4029,converged_Deff,6900000,6900000,17.06
Boron,0.4000,1373.15,404,5.302783e-14,4.577827e-14,15.8363,converged_Deff,6650000,6650000,16.47
Boron,0.4000,1373.15,505,5.269221e-14,4.577827e-14,15.1031,converged_Deff,6000000,6000000,14.99
Boron,0.4000,1373.15,606,5.271478e-14,4.577827e-14,15.1524,converged_Deff,6950000,6950000,17.22
Boron,0.4000,1373.15,707,5.103367e-14,4.577827e-14,11.4801,converged_Deff,6350000,6350000,15.97
Boron,0.4000,1373.15,808,5.052141e-14,4.577827e-14,10.3611,converged_Deff,9100000,9100000,22.62
Arsenic,0.0000,1173.15,101,8.997409e-17,9.147263e-17,1.6382,target_sim_time_reached,3724668,3724668,9.36
Arsenic,0.0000,1173.15,202,9.142367e-17,9.147263e-17,0.0535,target_sim_time_reached,3719900,3719900,9.32
Arsenic,0.0000,1173.15,303,8.831102e-17,9.147263e-17,3.4563,target_sim_time_reached,3719692,3719692,9.33
Arsenic,0.0000,1173.15,404,9.172367e-17,9.147263e-17,0.2744,target_sim_time_reached,3720757,3720757,9.25
Arsenic,0.0000,1173.15,505,9.142535e-17,9.147263e-17,0.0517,target_sim_time_reached,3725392,3725392,9.21
Arsenic,0.0000,1173.15,606,9.065116e-17,9.147263e-17,0.8980,target_sim_time_reached,3720760,3720760,9.24
Arsenic,0.0000,1173.15,707,9.174409e-17,9.147263e-17,0.2968,target_sim_time_reached,3720642,3720642,9.19
Arsenic,0.0000,1173.15,808,9.381744e-17,9.147263e-17,2.5634,target_sim_time_reached,3727515,3727515,9.09
Arsenic,0.0250,1173.15,101,9.624903e-17,9.688646e-17,0.6579,target_sim_time_reached,3965987,3965987,9.70
Arsenic,0.0250,1173.15,202,9.795094e-17,9.688646e-17,1.0987,target_sim_time_reached,3961594,3961594,9.68
Arsenic,0.0250,1173.15,303,9.469865e-17,9.688646e-17,2.2581,target_sim_time_reached,3960504,3960504,9.71
Arsenic,0.0250,1173.15,404,9.993971e-17,9.688646e-17,3.1514,target_sim_time_reached,3962757,3962757,9.67
Arsenic,0.0250,1173.15,505,9.901234e-17,9.688646e-17,2.1942,target_sim_time_reached,3967287,3967287,9.74
Arsenic,0.0250,1173.15,606,9.725101e-17,9.688646e-17,0.3763,target_sim_time_reached,3962635,3962635,9.77
Arsenic,0.0250,1173.15,707,9.810862e-17,9.688646e-17,1.2614,target_sim_time_reached,3962249,3962249,9.73
Arsenic,0.0250,1173.15,808,1.006026e-16,9.688646e-17,3.8355,target_sim_time_reached,3969478,3969478,9.87
Arsenic,0.0500,1173.15,101,1.026330e-16,1.026207e-16,0.0120,target_sim_time_reached,4223557,4223557,10.41
Arsenic,0.0500,1173.15,202,1.052692e-16,1.026207e-16,2.5808,target_sim_time_reached,4218489,4218489,10.46
Arsenic,0.0500,1173.15,303,1.025065e-16,1.026207e-16,0.1113,target_sim_time_reached,4217316,4217316,10.43
Arsenic,0.0500,1173.15,404,1.069201e-16,1.026207e-16,4.1896,target_sim_time_reached,4219893,4219893,10.39
Arsenic,0.0500,1173.15,505,1.052923e-16,1.026207e-16,2.6033,target_sim_time_reached,4224394,4224394,10.35
Arsenic,0.0500,1173.15,606,1.040332e-16,1.026207e-16,1.3764,target_sim_time_reached,4220077,4220077,10.23
Arsenic,0.0500,1173.15,707,1.058931e-16,1.026207e-16,3.1889,target_sim_time_reached,4219596,4219596,10.30
Arsenic,0.0500,1173.15,808,1.072765e-16,1.026207e-16,4.5369,target_sim_time_reached,4226623,4226623,10.26
Arsenic,0.0750,1173.15,101,1.093685e-16,1.086943e-16,0.6202,target_sim_time_reached,4497823,4497823,10.91
Arsenic,0.0750,1173.15,202,1.126700e-16,1.086943e-16,3.6577,target_sim_time_reached,4492347,4492347,10.94
Arsenic,0.0750,1173.15,303,1.096142e-16,1.086943e-16,0.8462,target_sim_time_reached,4490690,4490690,10.88
Arsenic,0.0750,1173.15,404,1.136376e-16,1.086943e-16,4.5478,target_sim_time_reached,4493757,4493757,11.11
Arsenic,0.0750,1173.15,505,1.124103e-16,1.086943e-16,3.4187,target_sim_time_reached,4497958,4497958,11.05
Arsenic,0.0750,1173.15,606,1.116615e-16,1.086943e-16,2.7298,target_sim_time_reached,4493405,4493405,11.12
Arsenic,0.0750,1173.15,707,1.129945e-16,1.086943e-16,3.9562,target_sim_time_reached,4493217,4493217,10.85
Arsenic,0.0750,1173.15,808,1.151077e-16,1.086943e-16,5.9004,target_sim_time_reached,4502303,4502303,11.00
Arsenic,0.1000,1173.15,101,1.156053e-16,1.151275e-16,0.4151,target_sim_time_reached,4789325,4789325,11.65
Arsenic,0.1000,1173.15,202,1.205277e-16,1.151275e-16,4.6907,target_sim_time_reached,4783988,4783988,11.73
Arsenic,0.1000,1173.15,303,1.170661e-16,1.151275e-16,1.6839,target_sim_time_reached,4781675,4781675,11.67
Arsenic,0.1000,1173.15,404,1.207081e-16,1.151275e-16,4.8474,target_sim_time_reached,4786289,4786289,11.81
Arsenic,0.1000,1173.15,505,1.200016e-16,1.151275e-16,4.2337,target_sim_time_reached,4789679,4789679,11.94
Arsenic,0.1000,1173.15,606,1.193186e-16,1.151275e-16,3.6404,target_sim_time_reached,4785048,4785048,11.81
Arsenic,0.1000,1173.15,707,1.198811e-16,1.151275e-16,4.1290,target_sim_time_reached,4785107,4785107,11.80
Arsenic,0.1000,1173.15,808,1.215082e-16,1.151275e-16,5.5423,target_sim_time_reached,4794559,4794559,11.94
Arsenic,0.1250,1173.15,101,1.227459e-16,1.219413e-16,0.6599,target_sim_time_reached,5100488,5100488,12.49
Arsenic,0.1250,1173.15,202,1.286322e-16,1.219413e-16,5.4870,target_sim_time_reached,5094296,5094296,12.50
Arsenic,0.1250,1173.15,303,1.253641e-16,1.219413e-16,2.8069,target_sim_time_reached,5092072,5092072,12.55
Arsenic,0.1250,1173.15,404,1.284409e-16,1.219413e-16,5.3301,target_sim_time_reached,5097182,5097182,12.65
Arsenic,0.1250,1173.15,505,1.281136e-16,1.219413e-16,5.0617,target_sim_time_reached,5101050,5101050,12.60
Arsenic,0.1250,1173.15,606,1.278075e-16,1.219413e-16,4.8106,target_sim_time_reached,5095767,5095767,12.72
Arsenic,0.1250,1173.15,707,1.272837e-16,1.219413e-16,4.3811,target_sim_time_reached,5096107,5096107,12.49
Arsenic,0.1250,1173.15,808,1.294023e-16,1.219413e-16,6.1185,target_sim_time_reached,5105053,5105053,12.52
Arsenic,0.1500,1173.15,101,1.314254e-16,1.291584e-16,1.7552,target_sim_time_reached,5432071,5432071,13.35
Arsenic,0.1500,1173.15,202,1.362635e-16,1.291584e-16,5.5010,target_sim_time_reached,5424332,5424332,13.39
Arsenic,0.1500,1173.15,303,1.343728e-16,1.291584e-16,4.0372,target_sim_time_reached,5422209,5422209,13.42
Arsenic,0.1500,1173.15,404,1.380842e-16,1.291584e-16,6.9107,target_sim_time_reached,5428453,5428453,13.40
Arsenic,0.1500,1173.15,505,1.366303e-16,1.291584e-16,5.7851,target_sim_time_reached,5431446,5431446,13.26
Arsenic,0.1500,1173.15,606,1.369812e-16,1.291584e-16,6.0567,target_sim_time_reached,5427518,5427518,13.35
Arsenic,0.1500,1173.15,707,1.350244e-16,1.291584e-16,4.5417,target_sim_time_reached,5427744,5427744,13.11
Arsenic,0.1500,1173.15,808,1.382643e-16,1.291584e-16,7.0502,target_sim_time_reached,5435725,5435725,13.34
Arsenic,0.1750,1173.15,101,1.397175e-16,1.368027e-16,2.1307,target_sim_time_reached,5784115,5784115,14.21
Arsenic,0.1750,1173.15,202,1.453037e-16,1.368027e-16,6.2141,target_sim_time_reached,5776379,5776379,14.23
Arsenic,0.1750,1173.15,303,1.439854e-16,1.368027e-16,5.2504,target_sim_time_reached,5774747,5774747,14.17
Arsenic,0.1750,1173.15,404,1.459297e-16,1.368027e-16,6.6717,target_sim_time_reached,5779949,5779949,14.30
Arsenic,0.1750,1173.15,505,1.460664e-16,1.368027e-16,6.7716,target_sim_time_reached,5783933,5783933,14.28
Arsenic,0.1750,1173.15,606,1.468092e-16,1.368027e-16,7.3146,target_sim_time_reached,5779826,5779826,14.10
Arsenic,0.1750,1173.15,707,1.429729e-16,1.368027e-16,4.5103,target_sim_time_reached,5780413,5780413,14.09
Arsenic,0.1750,1173.15,808,1.478251e-16,1.368027e-16,8.0572,target_sim_time_reached,5789010,5789010,14.23
Arsenic,0.2000,1173.15,101,1.506863e-16,1.448994e-16,3.9937,target_sim_time_reached,6160141,6160141,15.16
Arsenic,0.2000,1173.15,202,1.533850e-16,1.448994e-16,5.8562,target_sim_time_reached,6151550,6151550,15.19
Arsenic,0.2000,1173.15,303,1.546956e-16,1.448994e-16,6.7607,target_sim_time_reached,6151773,6151773,15.19
Arsenic,0.2000,1173.15,404,1.562719e-16,1.448994e-16,7.8485,target_sim_time_reached,6155889,6155889,15.12
Arsenic,0.2000,1173.15,505,1.558784e-16,1.448994e-16,7.5770,converged_Deff,6000000,6000000,14.74
Arsenic,0.2000,1173.15,606,1.553579e-16,1.448994e-16,7.2178,target_sim_time_reached,6156012,6156012,15.12
Arsenic,0.2000,1173.15,707,1.511287e-16,1.448994e-16,4.2990,target_sim_time_reached,6155737,6155737,14.99
Arsenic,0.2000,1173.15,808,1.568176e-16,1.448994e-16,8.2252,target_sim_time_reached,6165288,6165288,15.20
Arsenic,0.2250,1173.15,101,1.602883e-16,1.534753e-16,4.4391,target_sim_time_reached,6560295,6560295,16.13
Arsenic,0.2250,1173.15,202,1.621726e-16,1.534753e-16,5.6669,target_sim_time_reached,6551339,6551339,16.10
Arsenic,0.2250,1173.15,303,1.659072e-16,1.534753e-16,8.1003,target_sim_time_reached,6550985,6550985,16.03
Arsenic,0.2250,1173.15,404,1.679320e-16,1.534753e-16,9.4196,target_sim_time_reached,6555610,6555610,16.12
Arsenic,0.2250,1173.15,505,1.663453e-16,1.534753e-16,8.3857,converged_Deff,6000000,6000000,15.05
