species,x_Ge,T_K,seed,D_eff_final,D_SiGe_analytic_cm2_s,relative_difference_pct,stop_reason,step_count,total_dopant_hops,elapsed_wallclock_sec
Arsenic,0.2250,1173.15,606,1.660711e-16,1.534753e-16,8.2071,target_sim_time_reached,6555513,6555513,17.83
Arsenic,0.2250,1173.15,707,1.611095e-16,1.534753e-16,4.9742,converged_Deff,6350000,6350000,16.68
Arsenic,0.2250,1173.15,808,1.662726e-16,1.534753e-16,8.3383,target_sim_time_reached,6565220,6565220,16.02
Arsenic,0.2500,1173.15,101,1.706121e-16,1.625588e-16,4.9541,target_sim_time_reached,6985345,6985345,17.19
Arsenic,0.2500,1173.15,202,1.725694e-16,1.625588e-16,6.1581,target_sim_time_reached,6977441,6977441,17.14
Arsenic,0.2500,1173.15,303,1.764349e-16,1.625588e-16,8.5360,converged_Deff,6900000,6900000,17.07
Arsenic,0.2500,1173.15,404,1.786454e-16,1.625588e-16,9.8958,converged_Deff,6650000,6650000,17.09
Arsenic,0.2500,1173.15,505,1.775147e-16,1.625588e-16,9.2003,converged_Deff,6000000,6000000,15.85
Arsenic,0.2500,1173.15,606,1.775907e-16,1.625588e-16,9.2471,converged_Deff,6950000,6950000,18.74
Arsenic,0.2500,1173.15,707,1.719272e-16,1.625588e-16,5.7631,converged_Deff,6350000,6350000,16.77
Arsenic,0.2500,1173.15,808,1.770485e-16,1.625588e-16,8.9135,target_sim_time_reached,6991943,6991943,17.71
Arsenic,0.2750,1173.15,101,1.808591e-16,1.721799e-16,5.0408,target_sim_time_reached,7437735,7437735,20.01
Arsenic,0.2750,1173.15,202,1.820681e-16,1.721799e-16,5.7429,target_sim_time_reached,7430638,7430638,18.93
Arsenic,0.2750,1173.15,303,1.882813e-16,1.721799e-16,9.3515,converged_Deff,6900000,6900000,16.98
Arsenic,0.2750,1173.15,404,1.906402e-16,1.721799e-16,10.7215,converged_Deff,6650000,6650000,16.25
Arsenic,0.2750,1173.15,505,1.894336e-16,1.721799e-16,10.0208,converged_Deff,6000000,6000000,16.30
Arsenic,0.2750,1173.15,606,1.895148e-16,1.721799e-16,10.0679,converged_Deff,6950000,6950000,16.78
Arsenic,0.2750,1173.15,707,1.834710e-16,1.721799e-16,6.5578,converged_Deff,6350000,6350000,15.57
Arsenic,0.2750,1173.15,808,1.846041e-16,1.721799e-16,7.2158,target_sim_time_reached,7444943,7444943,17.95
Arsenic,0.3000,1173.15,101,1.931361e-16,1.823704e-16,5.9032,target_sim_time_reached,7920282,7920282,19.09
Arsenic,0.3000,1173.15,202,1.942173e-16,1.823704e-16,6.4961,converged_Deff,7800000,7800000,18.76
Arsenic,0.3000,1173.15,303,2.009227e-16,1.823704e-16,10.1729,converged_Deff,6900000,6900000,16.60
Arsenic,0.3000,1173.15,404,2.034400e-16,1.823704e-16,11.5532,converged_Deff,6650000,6650000,16.25
Arsenic,0.3000,1173.15,505,2.021524e-16,1.823704e-16,10.8472,converged_Deff,6000000,6000000,14.65
Arsenic,0.3000,1173.15,606,2.022390e-16,1.823704e-16,10.8946,converged_Deff,6950000,6950000,16.88
Arsenic,0.3000,1173.15,707,1.957895e-16,1.823704e-16,7.3581,converged_Deff,6350000,6350000,15.50
Arsenic,0.3000,1173.15,808,1.950608e-16,1.823704e-16,6.9586,target_sim_time_reached,7926744,7926744,19.22
Arsenic,0.3250,1173.15,101,2.078640e-16,1.931640e-16,7.6101,target_sim_time_reached,8435667,8435667,20.39
Arsenic,0.3250,1173.15,202,2.072568e-16,1.931640e-16,7.2958,converged_Deff,7800000,7800000,19.18
Arsenic,0.3250,1173.15,303,2.144124e-16,1.931640e-16,11.0002,converged_Deff,6900000,6900000,16.96
Arsenic,0.3250,1173.15,404,2.170987e-16,1.931640e-16,12.3909,converged_Deff,6650000,6650000,16.12
Arsenic,0.3250,1173.15,505,2.157247e-16,1.931640e-16,11.6795,converged_Deff,6000000,6000000,14.43
Arsenic,0.3250,1173.15,606,2.158171e-16,1.931640e-16,11.7274,converged_Deff,6950000,6950000,16.97
Arsenic,0.3250,1173.15,707,2.089345e-16,1.931640e-16,8.1643,converged_Deff,6350000,6350000,15.37
Arsenic,0.3250,1173.15,808,2.085322e-16,1.931640e-16,7.9560,target_sim_time_reached,8441072,8441072,20.28
Arsenic,0.3500,1173.15,101,2.211799e-16,2.045965e-16,8.1054,converged_Deff,8450000,8450000,20.60
Arsenic,0.3500,1173.15,202,2.211713e-16,2.045965e-16,8.1012,converged_Deff,7800000,7800000,18.93
Arsenic,0.3500,1173.15,303,2.288073e-16,2.045965e-16,11.8334,converged_Deff,6900000,6900000,16.70
Arsenic,0.3500,1173.15,404,2.316740e-16,2.045965e-16,13.2346,converged_Deff,6650000,6650000,16.06
Arsenic,0.3500,1173.15,505,2.302077e-16,2.045965e-16,12.5179,converged_Deff,6000000,6000000,14.68
Arsenic,0.3500,1173.15,606,2.303063e-16,2.045965e-16,12.5661,converged_Deff,6950000,6950000,16.82
Arsenic,0.3500,1173.15,707,2.229617e-16,2.045965e-16,8.9763,converged_Deff,6350000,6350000,15.45
Arsenic,0.3500,1173.15,808,2.212041e-16,2.045965e-16,8.1173,target_sim_time_reached,8988714,8988714,22.03
Arsenic,0.3750,1173.15,101,2.360286e-16,2.167056e-16,8.9167,converged_Deff,8450000,8450000,20.51
Arsenic,0.3750,1173.15,202,2.360195e-16,2.167056e-16,8.9125,converged_Deff,7800000,7800000,19.12
Arsenic,0.3750,1173.15,303,2.441681e-16,2.167056e-16,12.6727,converged_Deff,6900000,6900000,16.99
Arsenic,0.3750,1173.15,404,2.472273e-16,2.167056e-16,14.0844,converged_Deff,6650000,6650000,16.18
Arsenic,0.3750,1173.15,505,2.456625e-16,2.167056e-16,13.3623,converged_Deff,6000000,6000000,14.63
Arsenic,0.3750,1173.15,606,2.457677e-16,2.167056e-16,13.4109,converged_Deff,6950000,6950000,16.74
Arsenic,0.3750,1173.15,707,2.379300e-16,2.167056e-16,9.7941,converged_Deff,6350000,6350000,15.55
Arsenic,0.3750,1173.15,808,2.355418e-16,2.167056e-16,8.6921,converged_Deff,9100000,9100000,21.98
Arsenic,0.4000,1173.15,101,2.518737e-16,2.295314e-16,9.7339,converged_Deff,8450000,8450000,20.29
Arsenic,0.4000,1173.15,202,2.518640e-16,2.295314e-16,9.7296,converged_Deff,7800000,7800000,18.72
Arsenic,0.4000,1173.15,303,2.605596e-16,2.295314e-16,13.5181,converged_Deff,6900000,6900000,16.53
Arsenic,0.4000,1173.15,404,2.638241e-16,2.295314e-16,14.9403,converged_Deff,6650000,6650000,15.94
Arsenic,0.4000,1173.15,505,2.621543e-16,2.295314e-16,14.2129,converged_Deff,6000000,6000000,14.48
Arsenic,0.4000,1173.15,606,2.622666e-16,2.295314e-16,14.2618,converged_Deff,6950000,6950000,16.62
Arsenic,0.4000,1173.15,707,2.539028e-16,2.295314e-16,10.6179,converged_Deff,6350000,6350000,15.32
Arsenic,0.4000,1173.15,808,2.513542e-16,2.295314e-16,9.5075,converged_Deff,9100000,9100000,21.87
Arsenic,0.0000,1273.15,101,2.070883e-15,2.127481e-15,2.6603,converged_Deff,8450000,8450000,20.50
Arsenic,0.0000,1273.15,202,2.070803e-15,2.127481e-15,2.6641,converged_Deff,7800000,7800000,18.74
Arsenic,0.0000,1273.15,303,2.142298e-15,2.127481e-15,0.6965,converged_Deff,6900000,6900000,16.69
Arsenic,0.0000,1273.15,404,2.169139e-15,2.127481e-15,1.9581,converged_Deff,6650000,6650000,16.02
Arsenic,0.0000,1273.15,505,2.155410e-15,2.127481e-15,1.3128,converged_Deff,6000000,6000000,14.50
Arsenic,0.0000,1273.15,606,2.156333e-15,2.127481e-15,1.3561,converged_Deff,6950000,6950000,16.76
Arsenic,0.0000,1273.15,707,2.087566e-15,2.127481e-15,1.8762,converged_Deff,6350000,6350000,15.35
Arsenic,0.0000,1273.15,808,2.066612e-15,2.127481e-15,2.8611,converged_Deff,9100000,9100000,22.08
Arsenic,0.0250,1273.15,101,2.199083e-15,2.253397e-15,2.4103,converged_Deff,8450000,8450000,20.45
Arsenic,0.0250,1273.15,202,2.198998e-15,2.253397e-15,2.4141,converged_Deff,7800000,7800000,18.79
Arsenic,0.0250,1273.15,303,2.274919e-15,2.253397e-15,0.9551,converged_Deff,6900000,6900000,16.54
Arsenic,0.0250,1273.15,404,2.303420e-15,2.253397e-15,2.2199,converged_Deff,6650000,6650000,16.14
Arsenic,0.0250,1273.15,505,2.288842e-15,2.253397e-15,1.5730,converged_Deff,6000000,6000000,14.60
Arsenic,0.0250,1273.15,606,2.289822e-15,2.253397e-15,1.6165,converged_Deff,6950000,6950000,16.93
Arsenic,0.0250,1273.15,707,2.216798e-15,2.253397e-15,1.6242,converged_Deff,6350000,6350000,15.35
Arsenic,0.0250,1273.15,808,2.194547e-15,2.253397e-15,2.6116,converged_Deff,9100000,9100000,22.16
Arsenic,0.0500,1273.15,101,2.335213e-15,2.386765e-15,2.1599,converged_Deff,8450000,8450000,20.57
Arsenic,0.0500,1273.15,202,2.335123e-15,2.386765e-15,2.1637,converged_Deff,7800000,7800000,19.21
Arsenic,0.0500,1273.15,303,2.415743e-15,2.386765e-15,1.2141,converged_Deff,6900000,6900000,16.79
Arsenic,0.0500,1273.15,404,2.446009e-15,2.386765e-15,2.4822,converged_Deff,6650000,6650000,16.06
Arsenic,0.0500,1273.15,505,2.430528e-15,2.386765e-15,1.8336,converged_Deff,6000000,6000000,14.56
Arsenic,0.0500,1273.15,606,2.431569e-15,2.386765e-15,1.8772,converged_Deff,6950000,6950000,16.66
Arsenic,0.0500,1273.15,707,2.354025e-15,2.386765e-15,1.3717,converged_Deff,6350000,6350000,15.34
Arsenic,0.0500,1273.15,808,2.330396e-15,2.386765e-15,2.3617,converged_Deff,9100000,9100000,21.87
Arsenic,0.0750,1273.15,101,2.479765e-15,2.528026e-15,1.9090,converged_Deff,8450000,8450000,20.17
Arsenic,0.0750,1273.15,202,2.479669e-15,2.528026e-15,1.9128,converged_Deff,7800000,7800000,18.88
Arsenic,0.0750,1273.15,303,2.565280e-15,2.528026e-15,1.4736,converged_Deff,6900000,6900000,16.49
Arsenic,0.0750,1273.15,404,2.597420e-15,2.528026e-15,2.7450,converged_Deff,6650000,6650000,15.88
Arsenic,0.0750,1273.15,505,2.580980e-15,2.528026e-15,2.0947,converged_Deff,6000000,6000000,14.45
Arsenic,0.0750,1273.15,606,2.582086e-15,2.528026e-15,2.1384,converged_Deff,6950000,6950000,16.70
Arsenic,0.0750,1273.15,707,2.499741e-15,2.528026e-15,1.1188,converged_Deff,6350000,6350000,15.28
Arsenic,0.0750,1273.15,808,2.474650e-15,2.528026e-15,2.1114,converged_Deff,9100000,9100000,21.79
Arsenic,0.1000,1273.15,101,2.633259e-15,2.677648e-15,1.6578,converged_Deff,8450000,8450000,20.45
Arsenic,0.1000,1273.15,202,2.633157e-15,2.677648e-15,1.6616,converged_Deff,7800000,7800000,18.72
Arsenic,0.1000,1273.15,303,2.724067e-15,2.677648e-15,1.7336,converged_Deff,6900000,6900000,16.67
Arsenic,0.1000,1273.15,404,2.758196e-15,2.677648e-15,3.0082,converged_Deff,6650000,6650000,16.02
Arsenic,0.1000,1273.15,505,2.740740e-15,2.677648e-15,2.3562,converged_Deff,6000000,6000000,14.57
Arsenic,0.1000,1273.15,606,2.741913e-15,2.677648e-15,2.4001,converged_Deff,6950000,6950000,16.77
Arsenic,0.1000,1273.15,707,2.654472e-15,2.677648e-15,0.8655,converged_Deff,6350000,6350000,15.26
Arsenic,0.1000,1273.15,808,2.627827e-15,2.677648e-15,1.8606,converged_Deff,9100000,9100000,22.05
Arsenic,0.1250,1273.15,101,2.796248e-15,2.836125e-15,1.4061,converged_Deff,8450000,8450000,20.55
Arsenic,0.1250,1273.15,202,2.796140e-15,2.836125e-15,1.4099,converged_Deff,7800000,7800000,18.92
Arsenic,0.1250,1273.15,303,2.892677e-15,2.836125e-15,1.9940,converged_Deff,6900000,6900000,16.47
Arsenic,0.1250,1273.15,404,2.928919e-15,2.836125e-15,3.2718,converged_Deff,6650000,6650000,16.04
Arsenic,0.1250,1273.15,505,2.910381e-15,2.836125e-15,2.6182,converged_Deff,6000000,6000000,14.45
Arsenic,0.1250,1273.15,606,2.911628e-15,2.836125e-15,2.6622,converged_Deff,6950000,6950000,16.95
Arsenic,0.1250,1273.15,707,2.818774e-15,2.836125e-15,0.6118,converged_Deff,6350000,6350000,15.27
Arsenic,0.1250,1273.15,808,2.790480e-15,2.836125e-15,1.6094,converged_Deff,9100000,9100000,22.07
Arsenic,0.1500,1273.15,101,2.969319e-15,3.003982e-15,1.1539,converged_Deff,8450000,8450000,20.47
Arsenic,0.1500,1273.15,202,2.969204e-15,3.003982e-15,1.1577,converged_Deff,7800000,7800000,19.09
Arsenic,0.1500,1273.15,303,3.071717e-15,3.003982e-15,2.2548,converged_Deff,6900000,6900000,16.47
Arsenic,0.1500,1273.15,404,3.110201e-15,3.003982e-15,3.5359,converged_Deff,6650000,6650000,16.04
Arsenic,0.1500,1273.15,505,3.090516e-15,3.003982e-15,2.8807,converged_Deff,6000000,6000000,14.38
Arsenic,0.1500,1273.15,606,3.091840e-15,3.003982e-15,2.9247,converged_Deff,6950000,6950000,16.88
Arsenic,0.1500,1273.15,707,2.993239e-15,3.003982e-15,0.3576,converged_Deff,6350000,6350000,15.41
Arsenic,0.1500,1273.15,808,2.963194e-15,3.003982e-15,1.3578,converged_Deff,9100000,9100000,21.91
Arsenic,0.1750,1273.15,101,3.153095e-15,3.181774e-15,0.9013,converged_Deff,8450000,8450000,20.45
Arsenic,0.1750,1273.15,202,3.152973e-15,3.181774e-15,0.9052,converged_Deff,7800000,7800000,18.67
Arsenic,0.1750,1273.15,303,3.261830e-15,3.181774e-15,2.5161,converged_Deff,6900000,6900000,16.66
Arsenic,0.1750,1273.15,404,3.302697e-15,3.181774e-15,3.8005,converged_Deff,6650000,6650000,16.17
Arsenic,0.1750,1273.15,505,3.281794e-15,3.181774e-15,3.1435,converged_Deff,6000000,6000000,14.41
Arsenic,0.1750,1273.15,606,3.283199e-15,3.181774e-15,3.1877,converged_Deff,6950000,6950000,16.87
Arsenic,0.1750,1273.15,707,3.178496e-15,3.181774e-15,0.1030,converged_Deff,6350000,6350000,15.20
Arsenic,0.1750,1273.15,808,3.146591e-15,3.181774e-15,1.1057,converged_Deff,9100000,9100000,22.00
Arsenic,0.2000,1273.15,101,3.348238e-15,3.370088e-15,0.6483,converged_Deff,8450000,8450000,20.32
Arsenic,0.2000,1273.15,202,3.348109e-15,3.370088e-15,0.6522,converged_Deff,7800000,7800000,18.82
Arsenic,0.2000,1273.15,303,3.463703e-15,3.370088e-15,2.7778,converged_Deff,6900000,6900000,16.85
Arsenic,0.2000,1273.15,404,3.507099e-15,3.370088e-15,4.0655,converged_Deff,6650000,6650000,15.95
Arsenic,0.2000,1273.15,505,3.484902e-15,3.370088e-15,3.4069,converged_Deff,6000000,6000000,14.41
Arsenic,0.2000,1273.15,606,3.486395e-15,3.370088e-15,3.4512,converged_Deff,6950000,6950000,16.70
Arsenic,0.2000,1273.15,707,3.375211e-15,3.370088e-15,0.1520,converged_Deff,6350000,6350000,15.35
Arsenic,0.2000,1273.15,808,3.341332e-15,3.370088e-15,0.8533,converged_Deff,9100000,9100000,22.27
Arsenic,0.2250,1273.15,101,3.555451e-15,3.569547e-15,0.3949,converged_Deff,8450000,8450000,20.42
Arsenic,0.2250,1273.15,202,3.555314e-15,3.569547e-15,0.3987,converged_Deff,7800000,7800000,19.07
Arsenic,0.2250,1273.15,303,3.678062e-15,3.569547e-15,3.0400,converged_Deff,6900000,6900000,16.64
Arsenic,0.2250,1273.15,404,3.724143e-15,3.569547e-15,4.3310,converged_Deff,6650000,6650000,16.18
Arsenic,0.2250,1273.15,505,3.700573e-15,3.569547e-15,3.6707,converged_Deff,6000000,6000000,14.46
Arsenic,0.2250,1273.15,606,3.702158e-15,3.569547e-15,3.7150,converged_Deff,6950000,6950000,16.78
Arsenic,0.2250,1273.15,707,3.584094e-15,3.569547e-15,0.4075,converged_Deff,6350000,6350000,15.41
Arsenic,0.2250,1273.15,808,3.548118e-15,3.569547e-15,0.6003,converged_Deff,9100000,9100000,22.05
Arsenic,0.2500,1273.15,101,3.775480e-15,3.780812e-15,0.1410,converged_Deff,8450000,8450000,20.49
Arsenic,0.2500,1273.15,202,3.775334e-15,3.780812e-15,0.1449,converged_Deff,7800000,7800000,18.78
Arsenic,0.2500,1273.15,303,3.905678e-15,3.780812e-15,3.3026,converged_Deff,6900000,6900000,16.71
Arsenic,0.2500,1273.15,404,3.954612e-15,3.780812e-15,4.5969,converged_Deff,6650000,6650000,15.93
Arsenic,0.2500,1273.15,505,3.929583e-15,3.780812e-15,3.9349,converged_Deff,6000000,6000000,14.42
Arsenic,0.2500,1273.15,606,3.931265e-15,3.780812e-15,3.9794,converged_Deff,6950000,6950000,16.75
Arsenic,0.2500,1273.15,707,3.805895e-15,3.780812e-15,0.6634,converged_Deff,6350000,6350000,15.36
Arsenic,0.2500,1273.15,808,3.767693e-15,3.780812e-15,0.3470,converged_Deff,9100000,9100000,21.70
Arsenic,0.2750,1273.15,101,4.009117e-15,4.004580e-15,0.1133,converged_Deff,8450000,8450000,20.32
Arsenic,0.2750,1273.15,202,4.008962e-15,4.004580e-15,0.1094,converged_Deff,7800000,7800000,18.91
Arsenic,0.2750,1273.15,303,4.147372e-15,4.004580e-15,3.5657,converged_Deff,6900000,6900000,16.62
Arsenic,0.2750,1273.15,404,4.199333e-15,4.004580e-15,4.8633,converged_Deff,6650000,6650000,16.14
Arsenic,0.2750,1273.15,505,4.172755e-15,4.004580e-15,4.1996,converged_Deff,6000000,6000000,14.32
Arsenic,0.2750,1273.15,606,4.174542e-15,4.004580e-15,4.2442,converged_Deff,6950000,6950000,16.74
Arsenic,0.2750,1273.15,707,4.041414e-15,4.004580e-15,0.9198,converged_Deff,6350000,6350000,15.42
Arsenic,0.2750,1273.15,808,4.000847e-15,4.004580e-15,0.0932,converged_Deff,9100000,9100000,21.98
Arsenic,0.3000,1273.15,101,4.257202e-15,4.241592e-15,0.3680,converged_Deff,8450000,8450000,20.40
Arsenic,0.3000,1273.15,202,4.257038e-15,4.241592e-15,0.3641,converged_Deff,7800000,7800000,18.98
Arsenic,0.3000,1273.15,303,4.404013e-15,4.241592e-15,3.8292,converged_Deff,6900000,6900000,16.67
Arsenic,0.3000,1273.15,404,4.459190e-15,4.241592e-15,5.1301,converged_Deff,6650000,6650000,15.97
Arsenic,0.3000,1273.15,505,4.430967e-15,4.241592e-15,4.4647,converged_Deff,6000000,6000000,14.35
Arsenic,0.3000,1273.15,606,4.432864e-15,4.241592e-15,4.5094,converged_Deff,6950000,6950000,16.80
Arsenic,0.3000,1273.15,707,4.291498e-15,4.241592e-15,1.1766,converged_Deff,6350000,6350000,15.41
Arsenic,0.3000,1273.15,808,4.248421e-15,4.241592e-15,0.1610,converged_Deff,9100000,9100000,21.88
Arsenic,0.3250,1273.15,101,4.520630e-15,4.492632e-15,0.6232,converged_Deff,8450000,8450000,20.21
Arsenic,0.3250,1273.15,202,4.520455e-15,4.492632e-15,0.6193,converged_Deff,7800000,7800000,18.82
Arsenic,0.3250,1273.15,303,4.676525e-15,4.492632e-15,4.0932,converged_Deff,6900000,6900000,16.87
Arsenic,0.3250,1273.15,404,4.735116e-15,4.492632e-15,5.3974,converged_Deff,6650000,6650000,16.07
Arsenic,0.3250,1273.15,505,4.705147e-15,4.492632e-15,4.7303,converged_Deff,6000000,6000000,14.58
Arsenic,0.3250,1273.15,606,4.707162e-15,4.492632e-15,4.7751,converged_Deff,6950000,6950000,16.73
Arsenic,0.3250,1273.15,707,4.557047e-15,4.492632e-15,1.4338,converged_Deff,6350000,6350000,15.64
Arsenic,0.3250,1273.15,808,4.511305e-15,4.492632e-15,0.4156,converged_Deff,9100000,9100000,22.15
Arsenic,0.3500,1273.15,101,4.800348e-15,4.758530e-15,0.8788,converged_Deff,8450000,8450000,20.33
Arsenic,0.3500,1273.15,202,4.800162e-15,4.758530e-15,0.8749,converged_Deff,7800000,7800000,18.84
Arsenic,0.3500,1273.15,303,4.965889e-15,4.758530e-15,4.3576,converged_Deff,6900000,6900000,16.56
Arsenic,0.3500,1273.15,404,5.028105e-15,4.758530e-15,5.6651,converged_Deff,6650000,6650000,16.21
Arsenic,0.3500,1273.15,505,4.996282e-15,4.758530e-15,4.9963,converged_Deff,6000000,6000000,14.38
Arsenic,0.3500,1273.15,606,4.998421e-15,4.758530e-15,5.0413,converged_Deff,6950000,6950000,16.70
Arsenic,0.3500,1273.15,707,4.839018e-15,4.758530e-15,1.6915,converged_Deff,6350000,6350000,15.25
Arsenic,0.3500,1273.15,808,4.790446e-15,4.758530e-15,0.6707,converged_Deff,9100000,9100000,22.18
Arsenic,0.3750,1273.15,101,5.097362e-15,5.040165e-15,1.1348,converged_Deff,8450000,8450000,20.62
Arsenic,0.3750,1273.15,202,5.097165e-15,5.040165e-15,1.1309,converged_Deff,7800000,7800000,18.90
Arsenic,0.3750,1273.15,303,5.273146e-15,5.040165e-15,4.6225,converged_Deff,6900000,6900000,16.74
Arsenic,0.3750,1273.15,404,5.339212e-15,5.040165e-15,5.9333,converged_Deff,6650000,6650000,16.25
Arsenic,0.3750,1273.15,505,5.305419e-15,5.040165e-15,5.2628,converged_Deff,6000000,6000000,14.51
Arsenic,0.3750,1273.15,606,5.307691e-15,5.040165e-15,5.3079,converged_Deff,6950000,6950000,16.98
Arsenic,0.3750,1273.15,707,5.138426e-15,5.040165e-15,1.9496,converged_Deff,6350000,6350000,15.58
Arsenic,0.3750,1273.15,808,5.086848e-15,5.040165e-15,0.9262,converged_Deff,9100000,9100000,22.22
Arsenic,0.4000,1273.15,101,5.412743e-15,5.338468e-15,1.3913,converged_Deff,8450000,8450000,20.37
Arsenic,0.4000,1273.15,202,5.412534e-15,5.338468e-15,1.3874,converged_Deff,7800000,7800000,18.79
Arsenic,0.4000,1273.15,303,5.599403e-15,5.338468e-15,4.8878,converged_Deff,6900000,6900000,16.75
Arsenic,0.4000,1273.15,404,5.669556e-15,5.338468e-15,6.2019,converged_Deff,6650000,6650000,15.93
Arsenic,0.4000,1273.15,505,5.633673e-15,5.338468e-15,5.5298,converged_Deff,6000000,6000000,14.66
Arsenic,0.4000,1273.15,606,5.636085e-15,5.338468e-15,5.5750,converged_Deff,6950000,6950000,17.03
Arsenic,0.4000,1273.15,707,5.456347e-15,5.338468e-15,2.2081,converged_Deff,6350000,6350000,15.47
Arsenic,0.4000,1273.15,808,5.401578e-15,5.338468e-15,1.1822,converged_Deff,9100000,9100000,22.13
Arsenic,0.0000,1373.15,101,3.045706e-14,3.128946e-14,2.6603,converged_Deff,8450000,8450000,20.64
Arsenic,0.0000,1373.15,202,3.045588e-14,3.128946e-14,2.6641,converged_Deff,7800000,7800000,18.88
Arsenic,0.0000,1373.15,303,3.150738e-14,3.128946e-14,0.6965,converged_Deff,6900000,6900000,16.63
Arsenic,0.0000,1373.15,404,3.190212e-14,3.128946e-14,1.9581,converged_Deff,6650000,6650000,16.34
Arsenic,0.0000,1373.15,505,3.170021e-14,3.128946e-14,1.3128,converged_Deff,6000000,6000000,14.43
Arsenic,0.0000,1373.15,606,3.171379e-14,3.128946e-14,1.3561,converged_Deff,6950000,6950000,16.77
Arsenic,0.0000,1373.15,707,3.070242e-14,3.128946e-14,1.8762,converged_Deff,6350000,6350000,15.49
Arsenic,0.0000,1373.15,808,3.039424e-14,3.128946e-14,2.8611,converged_Deff,9100000,9100000,21.98
Arsenic,0.0250,1373.15,101,3.220625e-14,3.314133e-14,2.8215,converged_Deff,8450000,8450000,20.36
Arsenic,0.0250,1373.15,202,3.220501e-14,3.314133e-14,2.8253,converged_Deff,7800000,7800000,18.79
Arsenic,0.0250,1373.15,303,3.331689e-14,3.314133e-14,0.5297,converged_Deff,6900000,6900000,16.73
Arsenic,0.0250,1373.15,404,3.373431e-14,3.314133e-14,1.7892,converged_Deff,6650000,6650000,16.23
Arsenic,0.0250,1373.15,505,3.352080e-14,3.314133e-14,1.1450,converged_Deff,6000000,6000000,14.62
Arsenic,0.0250,1373.15,606,3.353516e-14,3.314133e-14,1.1883,converged_Deff,6950000,6950000,16.85
Arsenic,0.0250,1373.15,707,3.246570e-14,3.314133e-14,2.0386,converged_Deff,6350000,6350000,15.43
Arsenic,0.0250,1373.15,808,3.213982e-14,3.314133e-14,3.0219,converged_Deff,9100000,9100000,22.52
Arsenic,0.0500,1373.15,101,3.405583e-14,3.510281e-14,2.9826,converged_Deff,8450000,8450000,20.38
Arsenic,0.0500,1373.15,202,3.405451e-14,3.510281e-14,2.9864,converged_Deff,7800000,7800000,19.14
Arsenic,0.0500,1373.15,303,3.523025e-14,3.510281e-14,0.3631,converged_Deff,6900000,6900000,16.83
Arsenic,0.0500,1373.15,404,3.567164e-14,3.510281e-14,1.6205,converged_Deff,6650000,6650000,16.26
Arsenic,0.0500,1373.15,505,3.544588e-14,3.510281e-14,0.9773,converged_Deff,6000000,6000000,14.51
Arsenic,0.0500,1373.15,606,3.546105e-14,3.510281e-14,1.0206,converged_Deff,6950000,6950000,16.80
Arsenic,0.0500,1373.15,707,3.433018e-14,3.510281e-14,2.2011,converged_Deff,6350000,6350000,15.35
Arsenic,0.0500,1373.15,808,3.398559e-14,3.510281e-14,3.1827,converged_Deff,9100000,9100000,22.14
Arsenic,0.0750,1373.15,101,3.601155e-14,3.718038e-14,3.1437,converged_Deff,8450000,8450000,20.46
Arsenic,0.0750,1373.15,202,3.601016e-14,3.718038e-14,3.1474,converged_Deff,7800000,7800000,18.92
Arsenic,0.0750,1373.15,303,3.725342e-14,3.718038e-14,0.1964,converged_Deff,6900000,6900000,16.79
Arsenic,0.0750,1373.15,404,3.772016e-14,3.718038e-14,1.4518,converged_Deff,6650000,6650000,16.18
Arsenic,0.0750,1373.15,505,3.748142e-14,3.718038e-14,0.8097,converged_Deff,6000000,6000000,14.58
Arsenic,0.0750,1373.15,606,3.749747e-14,3.718038e-14,0.8528,converged_Deff,6950000,6950000,16.73
Arsenic,0.0750,1373.15,707,3.630165e-14,3.718038e-14,2.3634,converged_Deff,6350000,6350000,15.43
Arsenic,0.0750,1373.15,808,3.593727e-14,3.718038e-14,3.3435,converged_Deff,9100000,9100000,21.90
Arsenic,0.1000,1373.15,101,3.807950e-14,3.938091e-14,3.3047,converged_Deff,8450000,8450000,20.58
Arsenic,0.1000,1373.15,202,3.807803e-14,3.938091e-14,3.3084,converged_Deff,7800000,7800000,18.71
Arsenic,0.1000,1373.15,303,3.939268e-14,3.938091e-14,0.0299,converged_Deff,6900000,6900000,16.64
Arsenic,0.1000,1373.15,404,3.988622e-14,3.938091e-14,1.2831,converged_Deff,6650000,6650000,16.21
Arsenic,0.1000,1373.15,505,3.963378e-14,3.938091e-14,0.6421,converged_Deff,6000000,6000000,14.62
Arsenic,0.1000,1373.15,606,3.965075e-14,3.938091e-14,0.6852,converged_Deff,6950000,6950000,16.74
Arsenic,0.1000,1373.15,707,3.838626e-14,3.938091e-14,2.5257,converged_Deff,6350000,6350000,15.44
Arsenic,0.1000,1373.15,808,3.800095e-14,3.938091e-14,3.5041,converged_Deff,9100000,9100000,22.10
Arsenic,0.1250,1373.15,101,4.026611e-14,4.171168e-14,3.4656,converged_Deff,8450000,8450000,20.33
Arsenic,0.1250,1373.15,202,4.026456e-14,4.171168e-14,3.4694,converged_Deff,7800000,7800000,18.80
Arsenic,0.1250,1373.15,303,4.165470e-14,4.171168e-14,0.1366,converged_Deff,6900000,6900000,16.71
Arsenic,0.1250,1373.15,404,4.217658e-14,4.171168e-14,1.1145,converged_Deff,6650000,6650000,15.87
